Month_Year,Avg_players,Gain,Percent_Gain,Peak_Players,URL,Date,Game_Name
September 2015,16961.56,-919.28,-5.14%,33954,https://steamcharts.com/app/107410,2015-09-01,Arma 3
August 2015,17880.84,1240.43,+7.45%,33455,https://steamcharts.com/app/107410,2015-08-01,Arma 3
July 2015,16640.41,892.56,+5.67%,29783,https://steamcharts.com/app/107410,2015-07-01,Arma 3
June 2015,15747.85,-2549.09,-13.93%,31440,https://steamcharts.com/app/107410,2015-06-01,Arma 3
May 2015,18296.94,-218.76,-1.18%,47553,https://steamcharts.com/app/107410,2015-05-01,Arma 3
April 2015,18515.70,136.11,+0.74%,44017,https://steamcharts.com/app/107410,2015-04-01,Arma 3
March 2015,18379.59,174.84,+0.96%,44092,https://steamcharts.com/app/107410,2015-03-01,Arma 3
February 2015,18204.75,-2108.03,-10.38%,37577,https://steamcharts.com/app/107410,2015-02-01,Arma 3
January 2015,20312.78,4248.87,+26.45%,44621,https://steamcharts.com/app/107410,2015-01-01,Arma 3
December 2014,16063.91,1212.58,+8.16%,36250,https://steamcharts.com/app/107410,2014-12-01,Arma 3
November 2014,14851.33,-102.05,-0.68%,34213,https://steamcharts.com/app/107410,2014-11-01,Arma 3
October 2014,14953.38,2638.91,+21.43%,48521,https://steamcharts.com/app/107410,2014-10-01,Arma 3
September 2014,12314.47,-1401.59,-10.22%,24971,https://steamcharts.com/app/107410,2014-09-01,Arma 3
August 2014,13716.06,-164.30,-1.18%,25334,https://steamcharts.com/app/107410,2014-08-01,Arma 3
July 2014,13880.36,925.89,+7.15%,26977,https://steamcharts.com/app/107410,2014-07-01,Arma 3
June 2014,12954.47,-2064.32,-13.74%,27777,https://steamcharts.com/app/107410,2014-06-01,Arma 3
May 2014,15018.79,2218.99,+17.34%,46089,https://steamcharts.com/app/107410,2014-05-01,Arma 3
April 2014,12799.79,1842.64,+16.82%,26302,https://steamcharts.com/app/107410,2014-04-01,Arma 3
March 2014,10957.15,2446.32,+28.74%,24278,https://steamcharts.com/app/107410,2014-03-01,Arma 3
February 2014,8510.84,2275.43,+36.49%,22331,https://steamcharts.com/app/107410,2014-02-01,Arma 3
January 2014,6235.41,1998.62,+47.17%,14464,https://steamcharts.com/app/107410,2014-01-01,Arma 3
December 2013,4236.78,154.45,+3.78%,9373,https://steamcharts.com/app/107410,2013-12-01,Arma 3
November 2013,4082.34,4.51,+0.11%,9270,https://steamcharts.com/app/107410,2013-11-01,Arma 3
October 2013,4077.82,-1539.54,-27.41%,8435,https://steamcharts.com/app/107410,2013-10-01,Arma 3
September 2013,5617.36,2320.68,+70.39%,16612,https://steamcharts.com/app/107410,2013-09-01,Arma 3
August 2013,3296.68,267.17,+8.82%,6657,https://steamcharts.com/app/107410,2013-08-01,Arma 3
July 2013,3029.51,-43.43,-1.41%,7311,https://steamcharts.com/app/107410,2013-07-01,Arma 3
June 2013,3072.94,1337.87,+77.11%,12108,https://steamcharts.com/app/107410,2013-06-01,Arma 3
May 2013,1735.06,-300.79,-14.77%,3496,https://steamcharts.com/app/107410,2013-05-01,Arma 3
April 2013,2035.86,-2710.11,-57.10%,4536,https://steamcharts.com/app/107410,2013-04-01,Arma 3
March 2013,4745.97,,,13225,https://steamcharts.com/app/107410,2013-03-01,Arma 3
September 2021,9093.16,-800.28,-8.09%,14283,https://steamcharts.com/app/1100600,2021-09-01,Football Manager 2020
August 2021,9893.44,129.64,+1.33%,15128,https://steamcharts.com/app/1100600,2021-08-01,Football Manager 2020
July 2021,9763.79,-841.65,-7.94%,15214,https://steamcharts.com/app/1100600,2021-07-01,Football Manager 2020
June 2021,10605.44,-1283.05,-10.79%,17073,https://steamcharts.com/app/1100600,2021-06-01,Football Manager 2020
May 2021,11888.49,-482.28,-3.90%,19024,https://steamcharts.com/app/1100600,2021-05-01,Football Manager 2020
April 2021,12370.77,-1154.45,-8.54%,20409,https://steamcharts.com/app/1100600,2021-04-01,Football Manager 2020
March 2021,13525.22,-2389.03,-15.01%,21872,https://steamcharts.com/app/1100600,2021-03-01,Football Manager 2020
February 2021,15914.25,-2217.86,-12.23%,26960,https://steamcharts.com/app/1100600,2021-02-01,Football Manager 2020
January 2021,18132.10,-2346.22,-11.46%,29457,https://steamcharts.com/app/1100600,2021-01-01,Football Manager 2020
December 2020,20478.32,-13416.46,-39.58%,34927,https://steamcharts.com/app/1100600,2020-12-01,Football Manager 2020
November 2020,33894.78,-14091.87,-29.37%,70129,https://steamcharts.com/app/1100600,2020-11-01,Football Manager 2020
October 2020,47986.65,-8247.39,-14.67%,84129,https://steamcharts.com/app/1100600,2020-10-01,Football Manager 2020
September 2020,56234.04,-4018.58,-6.67%,87558,https://steamcharts.com/app/1100600,2020-09-01,Football Manager 2020
August 2020,60252.62,1410.15,+2.40%,94464,https://steamcharts.com/app/1100600,2020-08-01,Football Manager 2020
July 2020,58842.47,875.15,+1.51%,91382,https://steamcharts.com/app/1100600,2020-07-01,Football Manager 2020
June 2020,57967.32,-11192.01,-16.18%,94063,https://steamcharts.com/app/1100600,2020-06-01,Football Manager 2020
May 2020,69159.33,-12021.08,-14.81%,123114,https://steamcharts.com/app/1100600,2020-05-01,Football Manager 2020
April 2020,81180.41,5158.15,+6.79%,146436,https://steamcharts.com/app/1100600,2020-04-01,Football Manager 2020
March 2020,76022.26,28470.63,+59.87%,189230,https://steamcharts.com/app/1100600,2020-03-01,Football Manager 2020
February 2020,47551.63,2299.63,+5.08%,82413,https://steamcharts.com/app/1100600,2020-02-01,Football Manager 2020
January 2020,45252.00,3363.73,+8.03%,77827,https://steamcharts.com/app/1100600,2020-01-01,Football Manager 2020
December 2019,41888.27,14921.97,+55.34%,75131,https://steamcharts.com/app/1100600,2019-12-01,Football Manager 2020
November 2019,26966.30,,,68053,https://steamcharts.com/app/1100600,2019-11-01,Football Manager 2020
September 2021,7289.85,-244.49,-3.25%,14757,https://steamcharts.com/app/552990,2021-09-01,World of Warships
August 2021,7534.35,598.06,+8.62%,13522,https://steamcharts.com/app/552990,2021-08-01,World of Warships
July 2021,6936.28,-502.49,-6.76%,12355,https://steamcharts.com/app/552990,2021-07-01,World of Warships
June 2021,7438.77,-373.70,-4.78%,14732,https://steamcharts.com/app/552990,2021-06-01,World of Warships
May 2021,7812.48,819.36,+11.72%,14760,https://steamcharts.com/app/552990,2021-05-01,World of Warships
April 2021,6993.11,-281.10,-3.86%,13218,https://steamcharts.com/app/552990,2021-04-01,World of Warships
March 2021,7274.21,-4300.01,-37.15%,15662,https://steamcharts.com/app/552990,2021-03-01,World of Warships
February 2021,11574.22,3519.22,+43.69%,353413,https://steamcharts.com/app/552990,2021-02-01,World of Warships
January 2021,8055.00,693.87,+9.43%,14059,https://steamcharts.com/app/552990,2021-01-01,World of Warships
December 2020,7361.13,252.62,+3.55%,14254,https://steamcharts.com/app/552990,2020-12-01,World of Warships
November 2020,7108.52,-616.63,-7.98%,14343,https://steamcharts.com/app/552990,2020-11-01,World of Warships
October 2020,7725.14,-523.60,-6.35%,15604,https://steamcharts.com/app/552990,2020-10-01,World of Warships
September 2020,8248.75,-1124.47,-12.00%,15958,https://steamcharts.com/app/552990,2020-09-01,World of Warships
August 2020,9373.22,113.54,+1.23%,17432,https://steamcharts.com/app/552990,2020-08-01,World of Warships
July 2020,9259.68,345.92,+3.88%,18580,https://steamcharts.com/app/552990,2020-07-01,World of Warships
June 2020,8913.76,-754.11,-7.80%,17330,https://steamcharts.com/app/552990,2020-06-01,World of Warships
May 2020,9667.88,-861.15,-8.18%,17708,https://steamcharts.com/app/552990,2020-05-01,World of Warships
April 2020,10529.03,-122.76,-1.15%,22687,https://steamcharts.com/app/552990,2020-04-01,World of Warships
March 2020,10651.79,183.58,+1.75%,19402,https://steamcharts.com/app/552990,2020-03-01,World of Warships
February 2020,10468.21,3068.29,+41.46%,19807,https://steamcharts.com/app/552990,2020-02-01,World of Warships
January 2020,7399.93,490.77,+7.10%,13968,https://steamcharts.com/app/552990,2020-01-01,World of Warships
December 2019,6909.15,1481.74,+27.30%,14168,https://steamcharts.com/app/552990,2019-12-01,World of Warships
November 2019,5427.41,593.85,+12.29%,10845,https://steamcharts.com/app/552990,2019-11-01,World of Warships
October 2019,4833.57,55.33,+1.16%,9365,https://steamcharts.com/app/552990,2019-10-01,World of Warships
September 2019,4778.24,71.59,+1.52%,9496,https://steamcharts.com/app/552990,2019-09-01,World of Warships
August 2019,4706.65,170.61,+3.76%,8471,https://steamcharts.com/app/552990,2019-08-01,World of Warships
July 2019,4536.04,59.81,+1.34%,8628,https://steamcharts.com/app/552990,2019-07-01,World of Warships
June 2019,4476.23,-196.95,-4.21%,7744,https://steamcharts.com/app/552990,2019-06-01,World of Warships
May 2019,4673.17,483.61,+11.54%,9346,https://steamcharts.com/app/552990,2019-05-01,World of Warships
April 2019,4189.56,21.20,+0.51%,8385,https://steamcharts.com/app/552990,2019-04-01,World of Warships
March 2019,4168.37,-47.79,-1.13%,7582,https://steamcharts.com/app/552990,2019-03-01,World of Warships
February 2019,4216.15,17.64,+0.42%,8439,https://steamcharts.com/app/552990,2019-02-01,World of Warships
January 2019,4198.51,439.90,+11.70%,7074,https://steamcharts.com/app/552990,2019-01-01,World of Warships
December 2018,3758.60,680.47,+22.11%,7247,https://steamcharts.com/app/552990,2018-12-01,World of Warships
November 2018,3078.13,-157.97,-4.88%,5373,https://steamcharts.com/app/552990,2018-11-01,World of Warships
October 2018,3236.10,95.51,+3.04%,5710,https://steamcharts.com/app/552990,2018-10-01,World of Warships
September 2018,3140.58,125.01,+4.15%,5634,https://steamcharts.com/app/552990,2018-09-01,World of Warships
August 2018,3015.58,133.32,+4.63%,4831,https://steamcharts.com/app/552990,2018-08-01,World of Warships
July 2018,2882.25,-30.52,-1.05%,4679,https://steamcharts.com/app/552990,2018-07-01,World of Warships
June 2018,2912.77,481.99,+19.83%,5496,https://steamcharts.com/app/552990,2018-06-01,World of Warships
May 2018,2430.78,3.85,+0.16%,3896,https://steamcharts.com/app/552990,2018-05-01,World of Warships
April 2018,2426.93,-284.52,-10.49%,3877,https://steamcharts.com/app/552990,2018-04-01,World of Warships
March 2018,2711.44,-432.38,-13.75%,4310,https://steamcharts.com/app/552990,2018-03-01,World of Warships
February 2018,3143.82,-215.93,-6.43%,5209,https://steamcharts.com/app/552990,2018-02-01,World of Warships
January 2018,3359.75,277.10,+8.99%,6648,https://steamcharts.com/app/552990,2018-01-01,World of Warships
December 2017,3082.65,1198.64,+63.62%,5113,https://steamcharts.com/app/552990,2017-12-01,World of Warships
November 2017,1884.01,1882.81,+156736.53%,6739,https://steamcharts.com/app/552990,2017-11-01,World of Warships
October 2017,1.20,,,5,https://steamcharts.com/app/552990,2017-10-01,World of Warships
September 2021,14687.51,-4635.98,-23.99%,27338,https://steamcharts.com/app/1313860,2021-09-01,EA SPORTS FIFA 21
August 2021,19323.49,-1908.31,-8.99%,30413,https://steamcharts.com/app/1313860,2021-08-01,EA SPORTS FIFA 21
July 2021,21231.80,2317.90,+12.26%,38090,https://steamcharts.com/app/1313860,2021-07-01,EA SPORTS FIFA 21
June 2021,18913.90,390.86,+2.11%,43733,https://steamcharts.com/app/1313860,2021-06-01,EA SPORTS FIFA 21
May 2021,18523.04,5034.59,+37.33%,31434,https://steamcharts.com/app/1313860,2021-05-01,EA SPORTS FIFA 21
April 2021,13488.45,-1570.50,-10.43%,28091,https://steamcharts.com/app/1313860,2021-04-01,EA SPORTS FIFA 21
March 2021,15058.95,-2334.57,-13.42%,27999,https://steamcharts.com/app/1313860,2021-03-01,EA SPORTS FIFA 21
February 2021,17393.51,-461.97,-2.59%,32819,https://steamcharts.com/app/1313860,2021-02-01,EA SPORTS FIFA 21
January 2021,17855.48,1459.31,+8.90%,33040,https://steamcharts.com/app/1313860,2021-01-01,EA SPORTS FIFA 21
December 2020,16396.18,3054.50,+22.89%,30568,https://steamcharts.com/app/1313860,2020-12-01,EA SPORTS FIFA 21
November 2020,13341.67,329.84,+2.53%,27434,https://steamcharts.com/app/1313860,2020-11-01,EA SPORTS FIFA 21
October 2020,13011.84,,,23151,https://steamcharts.com/app/1313860,2020-10-01,EA SPORTS FIFA 21
September 2021,9169.27,-1915.61,-17.28%,14879,https://steamcharts.com/app/374320,2021-09-01,DARK SOULS III
August 2021,11084.88,-3041.22,-21.53%,16708,https://steamcharts.com/app/374320,2021-08-01,DARK SOULS III
July 2021,14126.10,1720.84,+13.87%,23540,https://steamcharts.com/app/374320,2021-07-01,DARK SOULS III
June 2021,12405.26,2711.95,+27.98%,25058,https://steamcharts.com/app/374320,2021-06-01,DARK SOULS III
May 2021,9693.31,-1585.41,-14.06%,15766,https://steamcharts.com/app/374320,2021-05-01,DARK SOULS III
April 2021,11278.72,1589.09,+16.40%,19856,https://steamcharts.com/app/374320,2021-04-01,DARK SOULS III
March 2021,9689.63,-1296.32,-11.80%,15689,https://steamcharts.com/app/374320,2021-03-01,DARK SOULS III
February 2021,10985.95,-2365.40,-17.72%,16560,https://steamcharts.com/app/374320,2021-02-01,DARK SOULS III
January 2021,13351.35,372.36,+2.87%,21667,https://steamcharts.com/app/374320,2021-01-01,DARK SOULS III
December 2020,12978.99,3535.22,+37.43%,23091,https://steamcharts.com/app/374320,2020-12-01,DARK SOULS III
November 2020,9443.77,2366.35,+33.44%,23374,https://steamcharts.com/app/374320,2020-11-01,DARK SOULS III
October 2020,7077.42,-1258.38,-15.10%,11512,https://steamcharts.com/app/374320,2020-10-01,DARK SOULS III
September 2020,8335.79,-2099.78,-20.12%,13775,https://steamcharts.com/app/374320,2020-09-01,DARK SOULS III
August 2020,10435.57,-4053.39,-27.98%,17321,https://steamcharts.com/app/374320,2020-08-01,DARK SOULS III
July 2020,14488.96,2684.99,+22.75%,21513,https://steamcharts.com/app/374320,2020-07-01,DARK SOULS III
June 2020,11803.97,-3218.72,-21.43%,20761,https://steamcharts.com/app/374320,2020-06-01,DARK SOULS III
May 2020,15022.70,1196.03,+8.65%,24748,https://steamcharts.com/app/374320,2020-05-01,DARK SOULS III
April 2020,13826.66,5001.19,+56.67%,28185,https://steamcharts.com/app/374320,2020-04-01,DARK SOULS III
March 2020,8825.47,-893.78,-9.20%,13507,https://steamcharts.com/app/374320,2020-03-01,DARK SOULS III
February 2020,9719.25,241.01,+2.54%,15517,https://steamcharts.com/app/374320,2020-02-01,DARK SOULS III
January 2020,9478.24,1530.31,+19.25%,15257,https://steamcharts.com/app/374320,2020-01-01,DARK SOULS III
December 2019,7947.93,1944.73,+32.39%,14680,https://steamcharts.com/app/374320,2019-12-01,DARK SOULS III
November 2019,6003.21,677.02,+12.71%,11549,https://steamcharts.com/app/374320,2019-11-01,DARK SOULS III
October 2019,5326.19,-973.98,-15.46%,9830,https://steamcharts.com/app/374320,2019-10-01,DARK SOULS III
September 2019,6300.17,-24.40,-0.39%,12530,https://steamcharts.com/app/374320,2019-09-01,DARK SOULS III
August 2019,6324.57,-1806.25,-22.21%,9935,https://steamcharts.com/app/374320,2019-08-01,DARK SOULS III
July 2019,8130.82,113.21,+1.41%,13564,https://steamcharts.com/app/374320,2019-07-01,DARK SOULS III
June 2019,8017.61,616.30,+8.33%,15226,https://steamcharts.com/app/374320,2019-06-01,DARK SOULS III
May 2019,7401.31,792.12,+11.99%,15455,https://steamcharts.com/app/374320,2019-05-01,DARK SOULS III
April 2019,6609.19,-1554.52,-19.04%,12366,https://steamcharts.com/app/374320,2019-04-01,DARK SOULS III
March 2019,8163.72,-1609.58,-16.47%,15080,https://steamcharts.com/app/374320,2019-03-01,DARK SOULS III
February 2019,9773.30,-1230.71,-11.18%,16565,https://steamcharts.com/app/374320,2019-02-01,DARK SOULS III
January 2019,11004.00,2589.64,+30.78%,18626,https://steamcharts.com/app/374320,2019-01-01,DARK SOULS III
December 2018,8414.36,379.84,+4.73%,16580,https://steamcharts.com/app/374320,2018-12-01,DARK SOULS III
November 2018,8034.52,2814.48,+53.92%,15459,https://steamcharts.com/app/374320,2018-11-01,DARK SOULS III
October 2018,5220.04,238.51,+4.79%,10144,https://steamcharts.com/app/374320,2018-10-01,DARK SOULS III
September 2018,4981.52,-1911.32,-27.73%,8855,https://steamcharts.com/app/374320,2018-09-01,DARK SOULS III
August 2018,6892.85,-5083.92,-42.45%,13409,https://steamcharts.com/app/374320,2018-08-01,DARK SOULS III
July 2018,11976.77,2709.24,+29.23%,20843,https://steamcharts.com/app/374320,2018-07-01,DARK SOULS III
June 2018,9267.53,2079.26,+28.93%,19583,https://steamcharts.com/app/374320,2018-06-01,DARK SOULS III
May 2018,7188.27,-765.34,-9.62%,11945,https://steamcharts.com/app/374320,2018-05-01,DARK SOULS III
April 2018,7953.61,-2455.16,-23.59%,13018,https://steamcharts.com/app/374320,2018-04-01,DARK SOULS III
March 2018,10408.77,-2548.78,-19.67%,18911,https://steamcharts.com/app/374320,2018-03-01,DARK SOULS III
February 2018,12957.56,-788.10,-5.73%,20810,https://steamcharts.com/app/374320,2018-02-01,DARK SOULS III
January 2018,13745.66,4947.14,+56.23%,23569,https://steamcharts.com/app/374320,2018-01-01,DARK SOULS III
December 2017,8798.51,3670.23,+71.57%,21255,https://steamcharts.com/app/374320,2017-12-01,DARK SOULS III
November 2017,5128.28,-724.78,-12.38%,11223,https://steamcharts.com/app/374320,2017-11-01,DARK SOULS III
October 2017,5853.07,-803.52,-12.07%,11464,https://steamcharts.com/app/374320,2017-10-01,DARK SOULS III
September 2017,6656.59,108.02,+1.65%,13577,https://steamcharts.com/app/374320,2017-09-01,DARK SOULS III
August 2017,6548.57,-2942.72,-31.00%,10918,https://steamcharts.com/app/374320,2017-08-01,DARK SOULS III
July 2017,9491.29,1599.76,+20.27%,15962,https://steamcharts.com/app/374320,2017-07-01,DARK SOULS III
June 2017,7891.53,-2790.31,-26.12%,14443,https://steamcharts.com/app/374320,2017-06-01,DARK SOULS III
May 2017,10681.84,-7692.51,-41.87%,18489,https://steamcharts.com/app/374320,2017-05-01,DARK SOULS III
April 2017,18374.35,9009.68,+96.21%,34974,https://steamcharts.com/app/374320,2017-04-01,DARK SOULS III
March 2017,9364.67,2389.39,+34.26%,41728,https://steamcharts.com/app/374320,2017-03-01,DARK SOULS III
February 2017,6975.28,-1985.45,-22.16%,11060,https://steamcharts.com/app/374320,2017-02-01,DARK SOULS III
January 2017,8960.74,3082.07,+52.43%,14531,https://steamcharts.com/app/374320,2017-01-01,DARK SOULS III
December 2016,5878.67,-1409.20,-19.34%,12057,https://steamcharts.com/app/374320,2016-12-01,DARK SOULS III
November 2016,7287.87,-1960.48,-21.20%,14769,https://steamcharts.com/app/374320,2016-11-01,DARK SOULS III
October 2016,9248.35,3318.12,+55.95%,32421,https://steamcharts.com/app/374320,2016-10-01,DARK SOULS III
September 2016,5930.23,185.88,+3.24%,9644,https://steamcharts.com/app/374320,2016-09-01,DARK SOULS III
August 2016,5744.35,-1170.82,-16.93%,11349,https://steamcharts.com/app/374320,2016-08-01,DARK SOULS III
July 2016,6915.17,-2956.70,-29.95%,12211,https://steamcharts.com/app/374320,2016-07-01,DARK SOULS III
June 2016,9871.87,-18512.03,-65.22%,18641,https://steamcharts.com/app/374320,2016-06-01,DARK SOULS III
May 2016,28383.90,-45882.75,-61.78%,78374,https://steamcharts.com/app/374320,2016-05-01,DARK SOULS III
April 2016,74266.65,,,129831,https://steamcharts.com/app/374320,2016-04-01,DARK SOULS III
September 2021,9982.46,-1062.04,-9.62%,17674,https://steamcharts.com/app/1158310,2021-09-01,Crusader Kings III
August 2021,11044.50,366.55,+3.43%,17327,https://steamcharts.com/app/1158310,2021-08-01,Crusader Kings III
July 2021,10677.95,-216.90,-1.99%,17073,https://steamcharts.com/app/1158310,2021-07-01,Crusader Kings III
June 2021,10894.85,254.38,+2.39%,17480,https://steamcharts.com/app/1158310,2021-06-01,Crusader Kings III
May 2021,10640.47,-784.22,-6.86%,18614,https://steamcharts.com/app/1158310,2021-05-01,Crusader Kings III
April 2021,11424.68,-2401.03,-17.37%,19749,https://steamcharts.com/app/1158310,2021-04-01,Crusader Kings III
March 2021,13825.72,3605.45,+35.28%,36116,https://steamcharts.com/app/1158310,2021-03-01,Crusader Kings III
February 2021,10220.27,-2431.69,-19.22%,16415,https://steamcharts.com/app/1158310,2021-02-01,Crusader Kings III
January 2021,12651.96,-63.15,-0.50%,22816,https://steamcharts.com/app/1158310,2021-01-01,Crusader Kings III
December 2020,12715.10,-510.27,-3.86%,21394,https://steamcharts.com/app/1158310,2020-12-01,Crusader Kings III
November 2020,13225.38,-7556.82,-36.36%,24860,https://steamcharts.com/app/1158310,2020-11-01,Crusader Kings III
October 2020,20782.20,-27530.31,-56.98%,46009,https://steamcharts.com/app/1158310,2020-10-01,Crusader Kings III
September 2020,48312.51,,,98474,https://steamcharts.com/app/1158310,2020-09-01,Crusader Kings III
September 2021,5678.29,-1135.50,-16.66%,16544,https://steamcharts.com/app/835570,2021-09-01,Conqueror's Blade
August 2021,6813.79,342.61,+5.29%,18921,https://steamcharts.com/app/835570,2021-08-01,Conqueror's Blade
July 2021,6471.17,1487.73,+29.85%,18608,https://steamcharts.com/app/835570,2021-07-01,Conqueror's Blade
June 2021,4983.44,-636.12,-11.32%,14719,https://steamcharts.com/app/835570,2021-06-01,Conqueror's Blade
May 2021,5619.56,-294.10,-4.97%,14860,https://steamcharts.com/app/835570,2021-05-01,Conqueror's Blade
April 2021,5913.67,1652.50,+38.78%,15842,https://steamcharts.com/app/835570,2021-04-01,Conqueror's Blade
March 2021,4261.17,444.80,+11.66%,14819,https://steamcharts.com/app/835570,2021-03-01,Conqueror's Blade
February 2021,3816.37,-132.30,-3.35%,10592,https://steamcharts.com/app/835570,2021-02-01,Conqueror's Blade
January 2021,3948.67,543.20,+15.95%,10704,https://steamcharts.com/app/835570,2021-01-01,Conqueror's Blade
December 2020,3405.47,-345.73,-9.22%,10365,https://steamcharts.com/app/835570,2020-12-01,Conqueror's Blade
November 2020,3751.21,-10.32,-0.27%,10341,https://steamcharts.com/app/835570,2020-11-01,Conqueror's Blade
October 2020,3761.53,506.86,+15.57%,10364,https://steamcharts.com/app/835570,2020-10-01,Conqueror's Blade
September 2020,3254.66,-656.28,-16.78%,9606,https://steamcharts.com/app/835570,2020-09-01,Conqueror's Blade
August 2020,3910.94,652.93,+20.04%,10336,https://steamcharts.com/app/835570,2020-08-01,Conqueror's Blade
July 2020,3258.01,-24.63,-0.75%,9234,https://steamcharts.com/app/835570,2020-07-01,Conqueror's Blade
June 2020,3282.64,-1099.78,-25.10%,8704,https://steamcharts.com/app/835570,2020-06-01,Conqueror's Blade
May 2020,4382.42,910.81,+26.24%,10778,https://steamcharts.com/app/835570,2020-05-01,Conqueror's Blade
April 2020,3471.62,3153.28,+990.57%,10247,https://steamcharts.com/app/835570,2020-04-01,Conqueror's Blade
March 2020,318.33,-66.04,-17.18%,1120,https://steamcharts.com/app/835570,2020-03-01,Conqueror's Blade
February 2020,384.38,-54.94,-12.51%,1437,https://steamcharts.com/app/835570,2020-02-01,Conqueror's Blade
January 2020,439.32,-26.08,-5.60%,1626,https://steamcharts.com/app/835570,2020-01-01,Conqueror's Blade
December 2019,465.40,-202.65,-30.33%,1646,https://steamcharts.com/app/835570,2019-12-01,Conqueror's Blade
November 2019,668.05,-277.04,-29.31%,2221,https://steamcharts.com/app/835570,2019-11-01,Conqueror's Blade
October 2019,945.09,-535.97,-36.19%,2806,https://steamcharts.com/app/835570,2019-10-01,Conqueror's Blade
September 2019,1481.06,-1089.39,-42.38%,4642,https://steamcharts.com/app/835570,2019-09-01,Conqueror's Blade
August 2019,2570.45,1298.41,+102.07%,7655,https://steamcharts.com/app/835570,2019-08-01,Conqueror's Blade
July 2019,1272.04,,,5501,https://steamcharts.com/app/835570,2019-07-01,Conqueror's Blade
September 2021,17826.82,12720.43,+249.11%,38538,https://steamcharts.com/app/275850,2021-09-01,No Man's Sky
August 2021,5106.39,-1502.37,-22.73%,8310,https://steamcharts.com/app/275850,2021-08-01,No Man's Sky
July 2021,6608.76,-2428.11,-26.87%,11719,https://steamcharts.com/app/275850,2021-07-01,No Man's Sky
June 2021,9036.87,2127.42,+30.79%,19792,https://steamcharts.com/app/275850,2021-06-01,No Man's Sky
May 2021,6909.46,-2561.11,-27.04%,13361,https://steamcharts.com/app/275850,2021-05-01,No Man's Sky
April 2021,9470.57,3635.88,+62.31%,20871,https://steamcharts.com/app/275850,2021-04-01,No Man's Sky
March 2021,5834.69,-1170.94,-16.71%,9928,https://steamcharts.com/app/275850,2021-03-01,No Man's Sky
February 2021,7005.63,365.67,+5.51%,15126,https://steamcharts.com/app/275850,2021-02-01,No Man's Sky
January 2021,6639.96,-51.10,-0.76%,12707,https://steamcharts.com/app/275850,2021-01-01,No Man's Sky
December 2020,6691.06,-1796.94,-21.17%,11954,https://steamcharts.com/app/275850,2020-12-01,No Man's Sky
November 2020,8488.00,-3943.63,-31.72%,16326,https://steamcharts.com/app/275850,2020-11-01,No Man's Sky
October 2020,12431.63,3905.62,+45.81%,30502,https://steamcharts.com/app/275850,2020-10-01,No Man's Sky
September 2020,8526.01,1619.51,+23.45%,34739,https://steamcharts.com/app/275850,2020-09-01,No Man's Sky
August 2020,6906.51,-2665.70,-27.85%,14929,https://steamcharts.com/app/275850,2020-08-01,No Man's Sky
July 2020,9572.20,3009.91,+45.87%,21844,https://steamcharts.com/app/275850,2020-07-01,No Man's Sky
June 2020,6562.30,-92.48,-1.39%,11736,https://steamcharts.com/app/275850,2020-06-01,No Man's Sky
May 2020,6654.77,-4608.41,-40.92%,12089,https://steamcharts.com/app/275850,2020-05-01,No Man's Sky
April 2020,11263.19,5343.46,+90.27%,25414,https://steamcharts.com/app/275850,2020-04-01,No Man's Sky
March 2020,5919.73,-781.09,-11.66%,13493,https://steamcharts.com/app/275850,2020-03-01,No Man's Sky
February 2020,6700.82,1430.38,+27.14%,17980,https://steamcharts.com/app/275850,2020-02-01,No Man's Sky
January 2020,5270.44,-32.80,-0.62%,10613,https://steamcharts.com/app/275850,2020-01-01,No Man's Sky
December 2019,5303.24,2478.69,+87.76%,11029,https://steamcharts.com/app/275850,2019-12-01,No Man's Sky
November 2019,2824.54,-1052.57,-27.15%,9918,https://steamcharts.com/app/275850,2019-11-01,No Man's Sky
October 2019,3877.12,-5142.29,-57.01%,8568,https://steamcharts.com/app/275850,2019-10-01,No Man's Sky
September 2019,9019.40,-11585.92,-56.23%,27831,https://steamcharts.com/app/275850,2019-09-01,No Man's Sky
August 2019,20605.32,16815.40,+443.69%,61535,https://steamcharts.com/app/275850,2019-08-01,No Man's Sky
July 2019,3789.93,1114.88,+41.68%,6914,https://steamcharts.com/app/275850,2019-07-01,No Man's Sky
June 2019,2675.05,-311.25,-10.42%,6055,https://steamcharts.com/app/275850,2019-06-01,No Man's Sky
May 2019,2986.30,378.76,+14.53%,7478,https://steamcharts.com/app/275850,2019-05-01,No Man's Sky
April 2019,2607.54,555.77,+27.09%,4971,https://steamcharts.com/app/275850,2019-04-01,No Man's Sky
March 2019,2051.77,-216.82,-9.56%,5892,https://steamcharts.com/app/275850,2019-03-01,No Man's Sky
February 2019,2268.59,-1033.49,-31.30%,4573,https://steamcharts.com/app/275850,2019-02-01,No Man's Sky
January 2019,3302.08,-1428.65,-30.20%,7621,https://steamcharts.com/app/275850,2019-01-01,No Man's Sky
December 2018,4730.73,897.49,+23.41%,9118,https://steamcharts.com/app/275850,2018-12-01,No Man's Sky
November 2018,3833.24,754.36,+24.50%,8569,https://steamcharts.com/app/275850,2018-11-01,No Man's Sky
October 2018,3078.88,-2832.13,-47.91%,6291,https://steamcharts.com/app/275850,2018-10-01,No Man's Sky
September 2018,5911.01,-22171.99,-78.95%,15099,https://steamcharts.com/app/275850,2018-09-01,No Man's Sky
