kraj,okres,obec,cintorín,národnosť,dôvodÚmrtia,dátumÚmrtia,početHrobov,početPochovaných,GPS
Trnavský,Galanta,Dolné Saliby,obecný rímskokatolícky,"dom.
","tuberkulóza
",-,1,1,48.094898 17.797919
Trnavský,Galanta,Dolné Saliby,evanjelický,"dom.
","týfus
malária
zápal
pľúc
",-,3,3,48.094898 17.797919
Trnavský,Galanta,Galanta,obecný,"2 čs.
1 maď
1 poľ.
1 rus.
2 juh.
1 neznámy
","3x zrazenie vlakom
",-,9,9,48.189444 17.726667
Trnavský,Galanta,Horné Saliby,obecný rímskokatolícky,"dom.
","...
týfus
zranenie
",-,7,7,48.111959 17.741398
Trnavský,Galanta,Košúty,obecný,"1 dom.
2 juh.
",-,-,3,3,48.17505 17.655046
Trnavský,Galanta,Králová,obecný rímskokatolícky,"dom.
",-,-,1,1,48.35229 17.32228
Trnavský,Galanta,Malý Mačad,obecný,"dom.
",-,-,2,2,48.18968 19.3536
Trnavský,Galanta,Nadszeg,obecný,"dom.
","malária
španielska
chrípka
",-,7,7,48.018405 17.821037
Trnavský,Galanta,Nebojsa,obecný,"dom.
","zranenie
",-,1,1,48.220657 17.728394
Trnavský,Galanta,Tallos,obecný,"2 dom.
1 juh.
",-,-,2,2,48.063469 17.733068
Trnavský,Galanta,Veľký Dioszeg (Sládkovičovo),nový obecný,"4 čs.
4 rus.
2 neznámy
","z toho 1 talian. zajatec
",-,10,10,48.203615 17.628401
Trnavský,Galanta,Veľký Fedymeš,obecný,"1 čs.
1 rus.
","utopenie
",-,2,2,48.20721 18.44566
Trnavský,Galanta,Veľký Mačad,obecný,"dom.
",-,-,4,4,48.25117 17.49439
Trnavský,Galanta,Vizkelet,obecný,"2 rus.
2 juh.
","zápal pľúc
",-,4,4,48.153438 17.662851
Trnavský,Galanta,Vozokany,obecný,"dom.
","zrazenie vlakom
pľúcna choroba
",-,2,2,48.095666 17.706797
Prešovský,Giraltovce,Benedikovce,obecný,"14 neznámy
z toho 2 rus.
ostatní rak.uh.
","padli v boji pri obci
","1914
",10,1,49.081218 19.686714
Prešovský,Giraltovce,Benedikovce,-,"neznámi
",-,"1914
",1,9,49.081218 19.686714
Prešovský,Giraltovce,Bystré,spoločný,"neznámy
",-,-,1,1,49.007126 21.538775
Prešovský,Giraltovce,Fijaš,obecný gréckokatolícky,"neznámy
",-,-,1,1,49.127069 21.577212
Prešovský,Giraltovce,Dubinné,obecný,"neznámy
",-,-,6,1,49.249542 21.432641
Prešovský,Giraltovce,Giraltovce,obecný nový starý,-,"strelné zranenie
brušný týfus
","1914
",1,64,49.113527 21.516659
Prešovský,Giraltovce,Hermanovce,obecný evanjelický,"domáci
",-,-,1,1,49.056203 21.003668
Prešovský,Giraltovce,Chmelov,obecný,"rum.
",-,-,2,2,49.06575 21.435973
Prešovský,Giraltovce,Koprivnica,obecný,"čes.
","samovražda
","1915
",1,1,49.161803 21.397943
Prešovský,Giraltovce,Kožany,obecný,"neznámi
",-,-,3,1,49.213126 21.499013
Prešovský,Giraltovce,Kračunovce,rímskokatolícky,"domáci
","zastrelený v Taliansku
",-,1,1,49.091175 21.467727
Prešovský,Giraltovce,Kručov,obecný,"neznámy
",-,-,1,1,49.118734 21.607699
Prešovský,Giraltovce,Kučín,obecný,"neznámi
",-,-,14,1,48.869431 21.752584
Prešovský,Giraltovce,Kuková,obecný evanjelický,"juh.
",-,-,1,1,49.11927 21.455616
Prešovský,Giraltovce,Kurima,obecný,"1 čs.
3 poľ.
1 rak.
1 juh.
16 neznámi
","padli v boji pri obci
","1914
",-,-,49.231707 21.465147
Prešovský,Giraltovce,Lascov,obecný,"1 juh.
6 neznámi
","zranenie
","1914
",7,7,49.160846 21.481286
Prešovský,Giraltovce,Marhaň,obecný,"3 neznámi
",-,-,3,3,49.175987 21.458669
Prešovský,Giraltovce,Poliakovce,obecný,"neznámi
","padli
",-,3,3,49.253384 21.398551
Prešovský,Giraltovce,Okruhlé,obecný,"neznámi
",-,-,10,10,49.186406 21.54019
Prešovský,Giraltovce,Pušovce,obecný rímskokatolícky,"domáci
",-,-,1,1,49.092187 21.424238
Prešovský,Giraltovce,Sobož,obecný gréckokatolícky,"2 rum.
5 neznámi
","zastrelení
","1915
",1,5,49.14625 21.54873
Prešovský,Giraltovce,Šapinec,obecný,"1 poľ.
1 neznámy
","padli pri obci
","1915
",2,2,48.726023 21.491337
Prešovský,Giraltovce,Štavník,obecný,"19 neznámy
ruskí a uhor.
vojaci
",-,"1914
",13,1,49.21593 21.56878
Prešovský,Giraltovce,Štefurov,obecný,"neznámi
",-,-,4,4,49.187738 21.500028
Prešovský,Giraltovce,Valkovce,obecný,"čes.
",-,-,1,1,49.166637 21.523461
Prešovský,Giraltovce,Železník,obecný,"rus.
",-,-,1,1,48.631248 20.121861
Prešovský,Giraltovce,Gelnica,obecný,"1 dom.
1 tal.
3 maď.
1 poľ.
3 neznámi
","zranenie
3x cholera
",-,7,1,48.851944 20.933889
Prešovský,Giraltovce,Helcmanovce,obecný,"domáci
","zápal pľúc
","1917
",1,1,48.83723 20.853871
Prešovský,Giraltovce,Krompachy I,obecný rímskokatolícky nový,"2 čes.
1 juh.
1 tal.
1 maď.
1 poľ.
2 nez.
","v boji pri Krompachoch
","1919
",8,8,48.9116 20.87413
Prešovský,Giraltovce,Kluknava,obecný,"čs.
","zastrelený pri obci
",-,1,1,48.923885 20.962188
Prešovský,Giraltovce,Krompachy II,obecný rímskokatolícky starý,"neznámy
",-,-,1,1,48.9116 20.87413
Prešovský,Giraltovce,Krompachy III,židovský,"rus.
",-,-,1,1,48.9116 20.87413
Prešovský,Giraltovce,Malý Folkmar,katolícky,"domáci
","malária
týfus
",-,2,2,48.82869 21.06899
Prešovský,Giraltovce,Margecany,obecný,"domáci
neznámy
","španielska chrípka
",-,2,2,48.901338 21.01817
Prešovský,Giraltovce,Mníšek pod Hnilcom,obecný,"maď.
","usmrtený granátom
","1919
",1,1,48.80451 20.805
Prešovský,Giraltovce,Nižnie Slovinky,obecný,"1 čs.
3 tal.
1 rus.
",-,-,5,5,49.47036 18.7136
Prešovský,Giraltovce,Rychnava,obecný,"domáci
",-,-,1,1,48.670572 20.440736
Prešovský,Giraltovce,Smolnická Huta,spoločný,"6 domáci
1 neznámy
",-,-,7,7,48.759413 20.796945
Prešovský,Giraltovce,Smolník,obecný,"9 domáci
2 neznámi
",-,-,11,11,49.1 22.283333
Košický,Gelnica,Švedlár,obecný,"domáci
","pľúcna choroba
",-,2,2,48.805294 20.72695
Košický,Gelnica,Veľký Folkmar,obecný,"čes.
","zranenie do pŕs
","1919
",1,1,48.840324 21.030912
Košický,Gelnica,Žakarovce,obecný,"domáci
","pľúcny katar
",-,4,4,48.88094 20.928016
Prešovský,Kežmarok,Farkašovce,obecný,"1 domáci
2 rus.
","útrapy
zápal pľúc
špan. chr.
","1918
",1,1,49.059249 20.429976
Prešovský,Kežmarok,Huncovce,obecný evanjelický,"3 domáci
","zranenie
pľúcna
choroba
",-,3,3,49.128243 20.378242
Prešovský,Kežmarok,Javorina,obecný,"domáci
","zastrelený
",-,1,1,49.246775 20.148663
Prešovský,Kežmarok,Kežmarok,židovský,"1 domáci
3 neznámi
","španielska chrípka
",-,4,4,49.137222 20.429444
Prešovský,Kežmarok,Kežmarok,mestský,"7 čs.
1 tal.
4 maď.
4 poľ.
2 rak.
6 rum.
3 juh.
35 neznámi
","tuberkulóza
zranenie
týfus
samovražda
","1914
",56,56,49.137222 20.429444
Prešovský,Kežmarok,Ľubica,obecný,"5 čs
","zápal pľúc
zranenie
",-,5,5,48.4597 18.355275
Prešovský,Kežmarok,Spišská Belá,obecný,"5 čs.
2 neznámi
","samovražda
zastrelenie
španielska chrípka
zápal pľúc
",-,7,7,49.190005 20.455325
Prešovský,Kežmarok,Stará Lesná,obecný,"domáci
",-,-,5,5,49.135815 20.300945
Prešovský,Kežmarok,Veľká Lomnica,obecný,"5 domáci
1 rak.
","1 na útrapy v ruskom zajatí
",-,6,6,49.118014 20.344309
Prešovský,Kežmarok,Vrbov,obecný,"domáci
",-,-,1,1,49.087333 20.431895
Prešovský,Kežmarok,Žakovce,obecný,"1 poľ.
5 neznámi.
","cholera
",-,6,6,49.072163 20.387733
Prešovský,Kežmarok,Tvarožná,obecný,"domáci
",-,-,2,2,49.09201 20.499535
Trenčiansky,Ilava,Beluša,katolícky,"domáci
",-,-,6,6,49.045252 18.344841
Trenčiansky,Ilava,Ilava,obecný nový,"4 čs.
1 nem.
",-,-,5,5,48.998611 18.235
Trenčiansky,Ilava,Ilava,židovský,"domáci
",-,-,2,2,48.998611 18.235
Trenčiansky,Ilava,Ladce,obecný katolícky,"domáci
",-,-,5,5,49.026727 18.295993
Trenčiansky,Ilava,Pružina,obecný katolícky,"čs
",-,-,2,2,48.998165 18.470603
Trenčiansky,Ilava,Visolaje,obecný katolícky,"domáci
",-,-,1,1,49.071447 18.372938
Trnavský,Hlohovec,Bučany,katolícky,"domáci
",-,-,3,3,48.413708 17.689021
Trnavský,Hlohovec,Dolné Zelenice,obecný,"domáci
",-,-,1,1,48.380959 17.749446
Trnavský,Hlohovec,Hlohovec,obecný katolícky,"4 čs.
maď
1 neznámy
",-,-,6,6,48.416667 17.75
Trnavský,Hlohovec,Horné Zelenice,obecný evanjelický,"domáci
",-,-,2,2,48.392521 17.746637
Trnavský,Hlohovec,Lukáčovce,katolícky,"domáci
",-,-,1,1,48.398266 17.932758
Trnavský,Hlohovec,Madunice,obecný katolícky,"domáci
",-,-,1,1,48.482881 17.783003
Trnavský,Hlohovec,Mestečko,obecný katolícky,"2 čs.
1 rus.
1 lot.
5 maď
2 poľ.
1 juh.
2 rum.
1 neznámy
","padli pri postupe čs. vojska pri Leopoldove
",-,15,15,49.17345 18.265534
Trnavský,Hlohovec,Radkovce,obecný,"domáci
",-,-,1,1,48.770936 17.285749
Trnavský,Hlohovec,Siladice,katolícky,"neznámy
",-,-,1,1,48.361081 17.729619
Trnavský,Hlohovec,Trakovice,obecný katolícky,"domáci
",-,-,5,5,48.444878 17.723107
Trnavský,Hlohovec,Červeník,obecný,"domáci
",-,-,3,3,48.465253 17.766406
Trnavský,Hlohovec,Žlkovce,obecný,"domáci
",-,-,1,1,48.46267 17.713258
Žilinský,Kysucké N. Mesto,Dolný Vadičov,obecný,"domáci
",-,-,1,1,49.27451 18.855856
Žilinský,Kysucké N. Mesto,Horný Vadičov,obecný,"domáci
",-,-,5,5,49.27409 18.898706
Žilinský,Kysucké N. Mesto,Kysucké N. Mesto,obecný katolícky,"čes.
",-,-,1,1,49.30194 18.78663
Žilinský,Kysucké N. Mesto,Lutiše,obecný,"čs.
",-,-,5,5,49.295775 18.957303
Žilinský,Kysucké N. Mesto,Prostredný Vadičov,obecný,"domáci
",-,-,1,1,49.26178 18.85955
Žilinský,Kysucké N. Mesto,Radostka,obecný,"čs.
","čierne osýpky
","1917
",1,1,49.320417 18.944355
Žilinský,Kysucké N. Mesto,Rudinská,obecný,"domáci
",-,-,1,1,49.32887 18.70504
Žilinský,Kysucké N. Mesto,Snežnica,obecný,"domáci
",-,-,1,1,49.261557 18.793367
Žilinský,Kysucké N. Mesto,Stará Bystrica,obecný,"domáci
",-,-,3,3,49.362165 18.943222
Žilinský,Kysucké N. Mesto,Zádubnie,obecný,"domáci
",-,-,3,3,49.24027 18.76948
Prešovský,Humenné,Humenné,vojenský,"33 čs.
51 rus.
9 tal.
24 maď
22 poľ.
2 rak.
23 rum.
50 juh.
590 nezn.
",-,-,408,1248,48.933889 21.910833
Prešovský,Humenné,Jankovec,obecný katolícky,"3 maď
13 neznámi
","zastrelení
","1915
1915
",8,1,48.657156 22.206838
Prešovský,Humenné,Kamenica nad Cirochou,obecný,"112 neznámi
",-,"1914
",49,5,48.933574 22.009863
Prešovský,Humenné,Koškovce,vojenský,"115 neznámi
",-,"1915
",24,24,49.05607 21.942024
Prešovský,Humenné,Vyšný Hrušov,vojenský,"neznámi
",-,-,12,12,49.005845 22.010909
Nitriansky,Komárno,Komárno,židovský,"18 čs.
2 rus.
9 maď
4 poľ.
5 nez.
1 rum.
2 juh.
",-,-,41,41,47.7625 18.131111
Nitriansky,Komárno,Komárno,epidemický,"3 čs.
2 rus.
1 tal.
2 maď
3 poľ.
3 rak.
2 rum.
2 juh.
","epidémia v Komárne
","1917
",19,19,47.7625 18.131111
Nitriansky,Komárno,Komárno,reformovaný,"23 čs.
43 maď
20 rum.
3 juh.
3 nez.
",-,-,92,92,47.7625 18.131111
Nitriansky,Komárno,Komárno,evanjelický,"19 čs.
14 maď
1 rak.
5 rum.
1 juh.
1 rus.
",-,-,52,52,47.7625 18.131111
Nitriansky,Komárno,Komárno,gréckokatolícky,"1 čs.
3 maď
8 poľ.
94 rum.
162 juh.
169 rus.
13 neznámi
",-,"1918
",450,450,47.7625 18.131111
Nitriansky,Komárno,Komárno,rímskokatolícky,"298 čs.
55 tal.
174 maď.
1 nem.
72 poľ.
40 rak.
119 rum.
137 juh.
6 rus.
19 neznámi
",-,-,921,921,47.7625 18.131111
Nitriansky,Komárno,Veľký Meder,zajatecký,"srbi
",-,-,5464,5464,47.855781 17.769367
Nitriansky,Komárno,Veľký Meder,zajatecký,"179 tal.
13 rum.
5464 juh.
72 rus.
1 neznámy
",-,-,5729,2183,47.855781 17.769367
Nitriansky,Komárno,Veľký Meder,židovský,"juh.
",-,-,2,2,47.855781 17.769367
Nitriansky,Komárno,Čičov,-,"rus.
",-,-,2,2,47.785643 17.756443
Nitriansky,Komárno,Gúta,katolícky,"1 čs. dom.
2 rus.
1 juh.
",-,-,4,4,47.918235 17.996659
Nitriansky,Komárno,Horný Geller,obecný,"domáci
",-,-,1,1,48.15542 17.95846
Nitriansky,Komárno,Kamoča,obecný,"5 čs. dom.
2 nez.
",-,-,7,7,47.94888 18.02244
Nitriansky,Komárno,Keszeg Falva,obecný,"domáci
",-,-,7,7,47.848296 18.006716
Nitriansky,Komárno,Mederč,obecný,"domáci
",-,-,1,1,47.85657 17.76943
Nitriansky,Komárno,Zemianska Olča,obecný,"2 juh.
",-,-,2,2,47.838884 17.891807
Nitriansky,Komárno,Zemné,rímskokatolícky,"domáci
",-,-,4,4,47.995024 18.011004
Nitriansky,Komárno,Zlatná na Ostrove,katolícky reformovaný,"domáci
",-,-,4,4,47.77755 17.958172
Košický,Košice,Košice mesto,ústredný,"1406 čs.
152 tal.
1 litov.
1131 maď.
22 nem.
561 poľ.
419 rak.
1033 rum.
505 rus.
656 juh.
3 tur.
521 neznámi
",-,-,2627,6421,49.299918 18.786508
Košický,Košice,Herľany,obecný,"maď.
",-,-,1,1,48.799528 21.488704
Košický,Košice,Kalša,obecný,"1 maď.
2 neznámi
","zahynuli pri zrážke
vlakov
","1915
",3,3,48.610717 21.528616
Košický,Košice,Kostolany nad Hornádom,obecný,"čes.
","zastrelený pri bojoch
s maď. boľševikmi
","1919
",1,1,48.78764 21.234676
Košický,Košice,Košická Belá,obecný,"14 čs.
10 neznámi
","padli v boji s maď.
boľševikmi
","1919
",3,24,48.81287 21.096568
Košický,Košice,Košické Hamry,katolícky,"2 čs.
1 neznámi
","zabití v boji s maď.
boľševikmi
","1919
",3,3,48.73365 21.34568
Košický,Košice,Kralovce,obecný,"domáci
",-,-,1,1,48.804929 21.328364
Košický,Košice,Malá Lodina,obecný,"čs.
","zastrel. pri neopatrn.
","1919
",1,1,48.868917 21.09041
Košický,Košice,Malá Vieska,obecný,"čs.
",-,-,1,1,48.307725 18.404761
Košický,Košice,Nižnia Kamenica,obecný evanjelický,"domáci
",-,-,3,3,47.83162 18.72381
Košický,Košice,Nové Mesto,obecný katolícky,"domáci
",-,-,1,1,48.167162 17.138352
Košický,Košice,Nový Salaš,obecný katolícky,"domáci
",-,-,1,1,48.603249 21.493089
Košický,Košice,Ružín,obecný,"1 čes.
2 neznámi
","1 zahynul v boji
","1919
",1,1,49.179646 18.771028
Košický,Košice,Slanec,evanjelický,"2 neznámi
",-,-,1,2,48.634537 21.476802
Košický,Košice,Slanec,obecný,"juh.
",-,-,1,1,48.634537 21.476802
Košický,Košice,Svinica,obecný,"3 domáci
1 neznámy
",-,-,4,4,48.726023 21.491337
Košický,Košice,Tepličany,obecný,"domáci
",-,-,1,1,48.7954 21.2627
Košický,Košice,Trebejov,obecný,"1 čs.
",-,-,1,1,48.840645 21.231797
Košický,Košice,Tršťany,obecný,"1 neznámy
",-,-,1,1,48.761622 21.398669
Košický,Košice,Veľká Lodina,obecný,"čes.
","zabitý boľševikmi
","1919
",1,1,48.859779 21.159643
Košický,Košice,Bohdanovce,spoločný,"domáci
",-,-,3,3,48.654434 21.405173
Košický,Košice,Čaňa,obecný,"domáci
",-,-,3,3,48.6 21.333333
Košický,Košice,Ďurkov,katolícky,"domáci
",-,-,2,2,48.711961 21.443599
Košický,Košice,Geča,obecný,"domáci
",-,-,3,3,48.625273 21.314411
Košický,Košice,Gyňov,obecný,"domáci
",-,-,1,1,48.585656 21.309109
Košický,Košice,Haniska,obecný,"tal.
","zastrelený
",-,1,1,48.620469 21.253728
Košický,Košice,Krásna nad Hornádom,obecný,"juh
","zastrelený
",-,1,1,48.597765 18.315192
Košický,Košice,Migleč,obecný,"slov.
","zastrelený
","1919
",1,1,48.533417 21.27904
Košický,Košice,Myslava,obecný,"1 domáci
1 neznámy
",-,-,2,2,48.71054 21.20358
Košický,Košice,Nižnia Hutka,obecný,"domáci
","dokopaný od koní na
vojne
",-,1,1,48.72417 20.4161
Košický,Košice,Nižný Tejkeš,katolícky,"domáci
","zabitý stromom
",-,1,1,49.37513 21.69662
Košický,Košice,Nižnia Myšla,obecný,"2 domáci
1 rus.
1 nez.
",-,-,4,4,48.94857 19.7686
Košický,Košice,Polov,obecný,"domáci
",-,-,1,1,48.66775 21.18875
Košický,Košice,Skároš,katolícky obecný,"domáci
",-,-,1,1,48.596915 21.411813
Košický,Košice,Šaca,katolícky obecný,"domáci
",-,-,1,1,48.633301 21.166599
Košický,Košice,Ťahanovce,obecný,"9 domáci
1 neznámy
",-,-,10,10,48.75 21.25
Košický,Košice,Veľká Ida,katolícky obecný,"4 čs.
1 neznámy
","viacerí ranení v Ide
","1919
",3,1,48.608631 21.1477
Košický,Košice,Všechsvätých,obecný,"domáci
",-,-,1,1,48.638695 21.30424
Košický,Košice,Vyšný Čaj,obecný,"domáci
",-,-,1,1,48.686039 21.395185
Košický,Košice,Vyšnia Huta,obecný,"domáci
",-,-,2,2,48.49409 19.27916
Košický,Košice,Vyšnia Myšľa,obecný,"domáci
",-,-,1,1,49.43092 21.3484
Košický,Košice,Vyšnie Opatské,obecný,"domáci
",-,-,3,3,48.21266 19.1806
Košický,Košice,Vyšný Tejkeš,katolícky,"3 domáci
1 neznámy
","zabitý ruskými zajat.
","1915
",4,4,48.68437 21.39738
Košický,Košice,Ždaňa,obecný,"domáci
",-,-,2,2,48.600414 21.360356
Banskobystrický,Krupina,Devičie,evanjelický,"Rusi
",-,-,1,1,48.314187 19.026571
Banskobystrický,Krupina,Šahy,obecný,"rus.
",-,-,8,1,48.069456 18.949338
Košický,Kráľovský Chlmec,Biel,katolícky,"3 čs.
2 juh.
2 neznámi
","zahynuli pri zrážke vlakov
",-,7,7,48.404766 22.056999
Košický,Kráľovský Chlmec,Borša,spoločný obecný,"1 slov.
2 maď.
","zastrelený v Borši
","1919
",3,3,48.39466 21.701704
Košický,Kráľovský Chlmec,Boťany,obecný,"neznámi
","1 zastrelený pri úteku
z tábora
",-,4,4,48.452805 22.103298
Košický,Kráľovský Chlmec,Kráľovský Chlmec,katolícky obecný,"5 rus.
1 maď.
2 čes.
",-,-,8,8,48.422362 21.980478
Košický,Kráľovský Chlmec,Kráľovský Chlmec,evanjelický,"maď.
",-,-,1,1,48.422362 21.980478
Košický,Kráľovský Chlmec,Kráľovský Chlmec,židovský,"neznámi
",-,-,2,2,48.422362 21.980478
Košický,Kráľovský Chlmec,Ladmovce,obecný,"2 domáci
2 neznámi
","padli poblíž obce
","1919
",4,4,48.41467 21.769679
Košický,Kráľovský Chlmec,Leles,obecný,"rus.
",-,-,1,1,48.475278 22.043874
Košický,Kráľovský Chlmec,Polany,gréckokatolícky obecný,"1 slov.
1 rus.
1 rak.
",-,-,3,3,48.477963 21.988985
Košický,Kráľovský Chlmec,Somotor,evanjelický,"2 čs.
1 neznámi
","zastrelení pri bojoch
pri obci
","1919
",1,1,48.406729 21.82127
Košický,Kráľovský Chlmec,Streda nad Bodrogom,katolícky obecný,"čes.
","padol v boji s boľševikmi
","1919
",1,1,48.368091 21.757509
Banskobystrický,Kremnica,Jánova Lehota,katolícky obecný,"domáci
",-,-,9,9,48.666329 18.766743
Banskobystrický,Kremnica,Kopernica,katolícky obecný,"domáci
",-,-,1,1,48.680969 18.865081
Banskobystrický,Kremnica,Kremnica,katolícky obecný,"2 čs.
1 poľ.
2 juh.
","zoznam 22 voj. pochovaných na mestskom cintoríne
v Kremnici
skica s vyznačenými hrobmi
",-,5,5,48.706577 18.916597
Banskobystrický,Kremnica,Kremnica,nový mestský,"1 slov.
2 neznámi
",-,-,2,2,48.706577 18.916597
Banskobystrický,Kremnica,Kremnica,evanjelický,"8 čs.
1 poľ.
2 juh.
2 neznámi
",-,-,13,13,48.706577 18.916597
Banskobystrický,Kremnica,Kremnica,-,"domáci
",-,-,1,1,48.706577 18.916597
Banskobystrický,Kremnica,Kremnica,starý evanjelický,"domáci
",-,-,2,2,48.706577 18.916597
Banskobystrický,Kremnica,Slaská,katolícky obecný,"domáci
",-,-,1,1,48.686268 18.827798
Banskobystrický,Kremnica,Stará Kremnička,obecný,"domáci
",-,-,2,2,48.61789 18.88917
Banskobystrický,Kremnica,Sv. Kríž nad Hronom,obecný,"domáci
",-,-,2,2,47.83162 18.72381
Banskobystrický,Kremnica,Sv. Kríž nad Hronom,židovský,"domáci
",-,-,1,1,47.83162 18.72381
Banskobystrický,Kremnica,Trnavá Hora,obecný,"čes.
","zastrelený maď. voj.
","1918
",1,1,48.594437 18.963496
Banskobystrický,Krupina,Bzovík,katolícky,"domáci
čes.
",-,-,2,2,48.317667 19.078523
Banskobystrický,Krupina,Cerovo,evanjelický,"domáci
",-,-,-,-,48.25386 19.175161
Banskobystrický,Krupina,Devičie,evanjelický obecný,"1 slov.
1 rus.
","zastrelený pri obci
","1919
",2,2,48.314187 19.026571
Banskobystrický,Krupina,Dolný Badín,katolícky,"domáci
",-,-,3,3,48.262846 19.055989
Banskobystrický,Krupina,Dolné Rykynčice,obecný,"slov.
",-,-,1,1,48.44471 17.398579
Banskobystrický,Krupina,Horný Badín,katolícky obecný,"domáci
",-,-,5,5,48.284234 19.079469
Banskobystrický,Krupina,Horný Dačov Lom,evanjelický obecný,"4 čs.
5 nezn.
",-,-,4,1,48.46995 17.871529
Banskobystrický,Krupina,Hor. Mladonice,katolícky obecný,"domáci
",-,-,1,1,48.34384 19.15098
Banskobystrický,Krupina,Krupina,obecný,"4 čs.
1 maď.
","3 zranení v boji
s maď. boľševikmi
",-,5,9,48.354167 19.066944
Banskobystrický,Krupina,Litava,obecný,"domáci
",-,-,3,3,48.289238 19.179224
Banskobystrický,Krupina,Medovarce,evanjelický obecný,"domáci
",-,-,1,1,48.235784 18.997225
Banskobystrický,Krupina,Nemce,obecný,"1 čs.
1 maď.
","zastrelený v bitke pri
Nemciach
","1916
",2,2,48.77634 19.166543
Banskobystrický,Krupina,Senohrad,obecný,"domáci
",-,-,7,7,48.363507 19.202835
Banskobystrický,Krupina,Sucháň,evanjelický obecný,"1 čes.
","padol v bojoch pri
obci
","1919
",1,1,48.303864 19.219764
Banskobystrický,Krupina,Uňatín,katolícky obecný,"domáci
",-,-,4,4,48.276957 19.041745
Banskobystrický,Krupina,Zemiansky Vrbovok,evanjelický obecný,"domáci
",-,-,4,4,48.319589 19.147377
Banskobystrický,Krupina,Dolnie Semerovce,obecný,"maď.
",-,-,1,1,48.20063 19.30619
Banskobystrický,Krupina,Hornie Turovce,obecný,"domáci
",-,-,2,2,48.27091 19.36149
Banskobystrický,Krupina,Hrkovce,obecný,"1 domáci
1 juh.
",-,-,-,-,48.087687 18.904694
Banskobystrický,Krupina,Chorvatice,-,"rus.
",-,-,1,1,48.221662 17.249433
Banskobystrický,Krupina,Inám,obecný,"domáci
čes.
neznámy
","padli v bojoch pri obci
","1919
1919
",3,3,48.093756 19.159874
Banskobystrický,Krupina,Nekyje,katolícky obecný,"rus.
","elektrickým prúdom
",-,2,2,49.130422 18.356715
Banskobystrický,Krupina,Plášťovce,katolícky obecný,"domáci
","4 zastrelení ako boľševický vojaci
",-,5,5,48.161962 18.992261
Banskobystrický,Krupina,Preseľany,obecný,"domáci
",-,-,5,5,48.450855 18.089223
Banskobystrický,Krupina,Sazdice,katolícky,"domáci
",-,-,1,1,48.08396 18.795136
Banskobystrický,Krupina,Strednie Turovce,katolícky obecný,"domáci
čes.
","usmrtení
ruč.granátom z neopatrnosti
","1919
",2,2,49.05885 19.45597
Banskobystrický,Krupina,Šahy,obecný,"36 čs.
6 tal.
3 maď.
1 poľ.
2 rum.
8 rus.
30 juh.
18 neznámy
","veľa zomrelo
v bojoch pri Šahách
",-,107,107,48.069456 18.949338
Banskobystrický,Krupina,Tešmák,obecný,"4 domáci
1 neznámy
",-,-,5,5,48.407758 19.637345
Banskobystrický,Krupina,Vyškovce,katolícky obecný,"5 čs.
2 neznámi
","padli pri Ipeľskom Vršku
","1918
",7,7,49.253754 21.665608
Nitriansky,Levice,Bátovce,obecný,"rus.
",-,-,1,1,48.287473 18.779916
Nitriansky,Levice,Bohunice,katolícky obecný,"maď.
","padol v boji o obec
","1919
",1,1,49.026354 18.187175
Nitriansky,Levice,Dolné Brhlovce,evanjelický,"1 čs.
1 neznámy
","padli v boji
","1919
",2,2,48.901748 18.290941
Nitriansky,Levice,Domadice,katolícky obecný,"domáci
",-,-,1,1,48.187608 18.781492
Nitriansky,Levice,Horný Prandorf,evanjelický,"3 dom.
1 juh.
5 neznámi
","padli v boji o obec
","5/1919
",4,1,49.14653 18.41245
Nitriansky,Levice,Horné Žemberovce,obecný,"3 neznámi
",-,"1919
",1,35,48.337198 17.558884
Nitriansky,Levice,Horné Žemberovce,evanjelický,"rus.
",-,-,1,1,48.337198 17.558884
Nitriansky,Levice,Hronské Kosihy,katolícky obecný,"2 čes.
2 neznámi
","padli v boji o obec padli v boji o obec
",-,2,2,48.266413 18.588056
Nitriansky,Levice,Kľačany,katolícky obecný,"2 domáci
1 čes.
3 neznámi
","padli v bojoch v obci s boľševikmi
","1919
",2,2,48.388669 17.87022
Nitriansky,Levice,Podlužany,katolícky obecný,"2 neznámi
","padli v bojoch s boľševikmi
","1919
",1,2,48.776004 18.245925
Nitriansky,Levice,Pukanec,obecný,"domáci
",-,-,4,4,48.364416 18.7202
Nitriansky,Levice,Rybník,katolícky obecný,"2 domáci
27 neznámi
","padli v bojoch pri obci
","1919
",4,30,48.542054 20.10599
Nitriansky,Levice,Starý Tekov,-,"čes.
","pri bojoch
","1919
",1,1,48.24434 18.543216
Nitriansky,Levice,Svätý Kríž,katolícky,"neznámi
","padli v boji pri osade
Kríž pri obci Hr. nová Ves
","1919
",1,3,49.043439 19.532177
Nitriansky,Levice,Svätý Kríž,-,"neznámy
","padol v boji pri osade
Dvor
","1918
",1,1,49.043439 19.532177
Nitriansky,Levice,Svätý Kríž,-,"neznámi
","padli v bojoch s boľševikmi
","1919
",1,3,49.043439 19.532177
Nitriansky,Levice,Tekovská Nová Ves,katolícky obecný,"1 domáci
4 neznámi
","padli v bojoch
","1919
",2,2,48.374281 18.641859
Nitriansky,Levice,Tlmače,katolícky obecný,"3 neznámi
","padli v bojoch
","1919
",1,3,48.288778 18.531855
