Názov,Kraj,Okres,Obec,Popis obce,Lokalita,GPS,Popis fotky,Zoznam padlych,Datum narodenia,Datum umrtia
"Pomník padlým v I. a II. svetovej vojne, Limbach",Bratislavský,Pezinok,Limbach,Obec Limbach leží na juhovýchodnom úpätí Malých Karpát na výbežku Podunajskej nížiny v okrese Pezinok v Bratislavskom samosprávnom kraji. Prvá písomná zmienka pochádza z roku 1390 a v súčasnosti približne 1800 obyvateľov.,Pomník sa nachádza na cintoríne pár metrov od vchodu za Rímskokatolíckym kostolom sv. Teobalda.,48.291325 17.214941,"Na snímke je pomník padlých vojakov v I. a II. svetovej vojne, na ktorom figuruje 31 mien padlých v I. svetovej vojne.","Johann Schaj
Karl Weissmann
Karl Kreutz
Daniel Böhm
Karl Reichbauer
Daniel Nerad
Josef Strba
Johann Kreutz
Stefan Wiszbandtner
Franz Malatschek
Andreas Förster
Samuel Nerad
Friedrich Böhm
Andreas Schüssler
Friedrich Schüssler
Johann Kreutz
Ludwig Kreutz
Johann Kreutz
Johann Böhm
Wilhelm Scharbert
Stefan Haker
Josef Malatschek
Leopold Schüssler
Johann Schmidt
Ludwig Hanusek
Stefan Mitterholzer
Moritz Scharbert
Paul Hedeker
Johann Mitterholzer
Michael Malatschek
Johann Strba","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-"
"Pomník padlým v I. a II. svetovej vojne, Šenkvice",Bratislavský,Pezinok,Šenkvice,Obec Šenkvice leží v Trnavskej pahorkatine v doline Trnianskeho potoka v okrese Pezinok v Bratislavskom samosprávnom kraji. Prvá písomná zmienka pochádza z roku 1557 a žije tu viac ako 4500 obyvateľov.,Pomník sa nachádza pred Kostolom sv. Anny na Chorvátskej ulici.,48.297985 17.345603,"Na snímke je pomník padlých vojakov v I. svetovej vojne, na ktorom figuruje 51 mien padlých v I. a 14 mien padlých vojakov v II. svetovej vojne. V hornej časti pomníka sa nachádza socha vojaka so zbraňou v ruke stojaceho vedľa listnatého stromu.","Jozef Majdlen
Rudolf Horáček
Jozef Sklár
Vincent Šilhar
Ján Novák
Jozef Nitschneider
Michal Petráš
Peter Bočko
Štefan Granec
Vincent Baričič
Anton Machota
Michal Kukumberg
František Ifčič
Jozef Krajčovič
Izidor Novák
Ignác Figura
Ľudovít Braun
Imrich Maderič
Jozef Sedlák
Jozef Braun
Jozef Korič
Ján Zmajkovič
Ján Bohuš
František Kukumberg
Tomáš Baričič
Ondrej Lacko
Ondrej Pravda
Alex Toth
Albert Novák
Štefan Svrček
Vojtech Marko
Jozef Bokroš
Anton Strašifták
Tomáš Petráš
Stanislav Kováč
Silvester Dugovič
Vincent Gruber
Ernest Korič
Ľudovít Somorovský
Štefan Strašifták
Ľudovít Trojna
Imrich Haršan
Michal Dugovič
Augustín Kukumberg
František Bočko
Vojtech Kukumberg
František Granec
Vincenc Palla
Jákub Srnák
Pavel Zmajkovič
Severín Tichý","1872
1873
1873
1874
1874
1875
1876
1877
1877
1878
1878
1878
1879
1880
1880
1882
1883
1884
1885
1886
1888
1888
1889
1889
1890
1891
1891
1891
1892
1892
1892
1892
1892
1894
1894
1894
1894
1895
1895
1895
1895
1896
1896
1896
1897
1898
1898
1899
1899
1899
1901","1916
1917
1915
1917
1918
1921
1916
1915
-
1919
1917
-
1915
1916
1914
1915
-
1917
-
1916
1914
1917
1917
1915
1916
1918
1917
1916
-
1915
-
1918
1915
1915
1915
1915
1917
-
1916
1918
1918
1916
1919
1916
1917
1916
1922
1915
1919
1918
1915"
"Pomník padlým v I. a II. svetovej vojne, Slovenský Grob",Bratislavský,Pezinok,Slovenský Grob,Obec leží. v Podunajskej nížine na južnom okraji Trnavskej pahorkatiny v okrese Pezinok v Bratislvskom samosprávnom kraji. Prvá písomná zmienka pochádza z roku 1550 a momentálne tu žije 2200 ľudí.,Pomník sa nachádza pred vstupom do areálu Kostola sv. Jána Krstiteľa na ľavej strane.,48.255459 17.2819,"Na snímke je pomník padlých vojakov v I. svetovej vojne, na ktorom figuruje 28 mien padlých v I. a 5 mien padlých vojakov v II. svetovej vojne. V hornej časti pomníka sa nachádza socha anjela držiaceho umierajúceho vojaka v náručí.","Lukáč Jajcaj
Štefan Šefčík
Michal Šefčík
Filip Minarovič
Martin Čerešňa
Michal Tesar
Martin Hajdin
František Galožič
Ondrej Slovaček
Jozef Modrý
Jozef Škríp
Štefan Minarovič
Ondrej Gašparovič
Florian Gašparovič
Ondrej Navratek
Jozef Srna
Štefan Škríp
Jozef Šnajder
Štefan Noskovič
Jozef Jajcaj
Lukač Minarovič
Ján Turenič
Albert Erben
Ján Jajcaj
Viliam Šimončič
Peter Šefčík
Jozef Noskovič
Martin Štica","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-","1914
1914
1914
1915
1915
1915
1915
1915
1915
1915
1915
1915
1915
1915
1916
1916
1916
1916
1916
1917
1918
1918
1918
1918
1918
1918
1920
1920"
"Kríž na pamiatku padlých vojakov v I. svetovej vojne, Štefanová",Bratislavský,Pezinok,Štefanová,Obec Štefanová leží na Trnavskej pahorkatine v doline Štefanovského potoka v okrese Pezinok v Bratislavskom samosprávnom kraji. Prvá písomná zmienka o obci sa objavuje v roku 1588 a v súčasnosti tu žije okolo 300 obbyvateľov.,Pomník sa nachádza pred Kostolom sv. Štefana kráľa.,48.384373 17.397431,"Na snímke je kríž na pamiatku padlých vojakov v I. svetovej vojne, na ktorom figuruje 14 mien padlých vojakov. Pri menách 9 z nich sa nachádzajú fotomedailóny.","Alojz Benček
Justín Jakus
Imrich Schmidt
Imrich Drin
František Kovačič
Vendel Bohuš
Jozef Beniček
Jozef Friedel
Konstantin Horvát
Pavel Butko
Izidor Nagy
František Nemec
Michal Hrdlička
Imrich Horvát","1874
1875
1880
1881
1882
1887
1892
1892
1892
1893
1894
1894
1895
1898","1917
1915
1917
1919
1915
1914
1918
1916
1916
1915
1915
1914
1916
1915"
"Pomník padlým v I. a II. svetovej vojne, Viničné",Bratislavský,Pezinok,viničné,Obec Viničné leží v západnej časti Podunajskej nížiny na juhozápadnom okraji Trnavskej pahorkatiny v okrese Pezinok v Bratislavskom samosprávnom kraji. Prvá písomná zmienka pochádza z roku 1425 a v súčasnosti tu žije okolo 2100 obyvateľov., Pomník sa nachádza pred miestnou základnou školou.,48.273097 17.30047,"Na snímke je kríž na pamiatku padlých vojakov v I. svetovej vojne, na ktorom figuruje 38 mien padlých v I. a 1 padlý v II. svetovej vojne. V hornej časti pomníka, postaveného v roku 1934, sa nachádza súsošie lúčiaceho sa vojaka so ženou a dieťaťom.","Michal Ján Frič
Cyril Granec
Martin Kadlečík
Ján Hal. Pätoprstý
Ján Mar. Pätoprstý
Ján Baričič
Mikuláš Baričič
Dinuš Englman
Ján Král Frič
Ján Jajcaj
Ján Noskovič
Cyril Cintavý
Michal Zuzin Frič
Pavel Ján Frič
Ján Glaus st.
Jáchim Chvostek
Michal Chvostek
Michal Jendek
Jozef Šilhár
Donáth Zeman
Antonín Aksamit
Ján Bojkovský
Martin Englman
Norbert Englman
Alexander Frič
Ján Ond. Frič
Štefan Galamboš
Ondrej Kuk. Chvostek
Michal Hal. Pätoprstý
Matej Sejč
Matej Sejč
Ján Vlník
Ján Frič
Ján Zuzin Frič
Ján Galan
Ján Glaus ml.
Štefan Adam Chvostek
Milan Hal. Pätoprstý
Štefan Miklenčič","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-","1914
1914
1914
1914
1914
1915
1915
1915
1915
1915
1915
1915
1916
1916
1916
1916
1916
1916
1916
1916
1917
1917
1917
1917
1917
1917
1917
1917
1917
1917
1917
1917
1918
1918
1918
1918
1918
1918
1918"
"Pomník padlým v I. svetovej vojne, Vinosady",Bratislavský,Pezinok,Vinosady,"Obec Vinosady leží v nadmorskej výške v strede obce 160-170 m a v chotári 149 – 324 m n. m. na východnom úpätí a priľahlých svahoch Malých Karpát, v doline Trnianskeho potoka. Prvá písomná zmienka o obci pochádza z roku 1208 a v súčasnosti v nej žije okolo 1200 obyvateľov.",Pomník sa nachádza na miestnom cintoríne neďaleko od hlavného vchodu.,48.311875 17.290792,"Na snímke je pomník padlých vojakov v I. svetovej vojne, na ktorom figuruje 22 mien. V hornej časti ho ukončuje slovenský dvojkríž.","Tomáš Kadecký
Štefan Záruba
Pavel Naď
Michal Trnčík
Pavel Ifčič
Jozef Tretina
Pavel Kanka
Ján Idešič
Ján Navrátil
Martin Pútec
Štefan Pútec
Ján Melichár
Martin Matúš
Michal Ifčič
Ján Holík
Martin Strezenický
Ján Strezenický
Michal Nemček
Jozef Černý
Ján Brnčík
Eduard Čík
Štefan Strezenický","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-"
"Pomník padlým v I. a II. svetovej vojne, Vištuk",Bratislavský,Pezinok,Vištuk,"Obec Vištuk leží v západnej časti Podunajskej nížiny, v plytkej kotline Vištuckého potoka v okrese Pezinok v Bratislavskom samosprávnom kraji. Prvá písomná zmienka pochádza z roku 1244 a v súčasnosti tu žije asi 1400 obyvateľov.",Pomník sa nachádza oproti rímskokatolíckej fare Kostola Najsvätejšej Trojice.,48.336259 17.395195,"Na snímke je pomník padlých vojakov v I. a II. svetovej vojne, na ktorom figuruje 54 mien padlých v I. a 6 mien v II. svetovej vojne. V hornej časti pomníka sa nachádza socha anjela držiaceho v náručí umierajúceho vojaka. Vo výklenku je umiestnená súsošie Svätej Rodiny","Teofil Krajčovič
Vencel Kulifaj
Ján Mihalek
Štefan Šikula
Vincent Šimna
Štefan Slovák
Michal Vadovič
František Veng
Štefán Krajčovič
Fridrich Herák
František Brichta
Ján Čapla
Štefan Čaputa
František Haleš
František Jelemenský
Viliam Jurčovič
Štefan Kulifaj
Teodor Moravčík
Ján Peško
Teodor Radakovič
Pavel Šimna
Augustin Stojkovič
Michal Štiavnicky
Augustin Tomašovič
Vendel Urland
Vincent Plevčík
Florian Urbanovič
Jozef Bednarik
Rudolf Gašparovič
Štefan Kolek
Konstant Novák
Alojz Novosedlik
Silvester Rajtik
Jozef Radakovič
Florian Stojkovič
Libor Brichta
Imrich Fajkus
Ján Luniček
Vendel Novák
Cyril Vadovič
Vendel Vavrinčák
Karol Šikula
Štefan Haleš
Ladislav Kulifaj
Pavel Minarik
Julius Radakovič
Štefan Štiavnicky
František Vadovič
Ján Vavrinčák
Ján Buberník
Michal Kukumberg
Imrich Polakovič
Jozef Čapla
Fabian Peško","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-","1914
1914
1914
1914
1914
1914
1914
1914
1914
1914
1915
1915
1915
1915
1915
1915
1915
1915
1915
1915
1915
1915
1915
1915
1915
1915
1915
1916
1916
1916
1916
1916
1916
1916
1916
1917
1917
1917
1917
1917
1917
1917
1918
1918
1918
1918
1918
1918
1918
1919
1919
1919
1920
1923"
"Kríž na pamiatku padlých vojakov v I. svetovej vojne, Bernolákovo",Bratislavský,Senec,Bernolákovo,Obec Bernolákovo leží v západnej časti Podunajskej nížiny na nive Malého Dunaja a Čiernej vody v okrese Senec v Bratislavskom samosprávnom kraji. Prvá písomná zmienka pochádza z roku 1209 a v súčasnosti tu žije 5500 obyvateľov.,Kríž sa nachádza v parku neďaleko Kostola sv. Štefana kráľa.,48.199668 17.289598,Na snímke je kríž na pamiatku padlých vojakov v I. svetovej vojne. Menoslov vojakov je napísaný na informačnej tabuli pri ohrade a obsahuje 43 mien padlých vojakov.,"Štefan Ňaršik
František Ňaršik
Filip Ňaršik
Štefan Noskovič
Anton Omasta
Jozef Pláteník
Michal Podolský
Anton Popluhár
Karol Reindl
Peter Šmihla
Štefan Švigrula
Jozef Serenčéš
Ondrej Tüske
Štefan Barkol, st.
Michal Barkol
Štefan Barkol
Ján Boško
František Buzgovič
Ján Buzgovič
Ľudovít Buzgovič
Peter Buzgovič
František Česnek
Ondrej Lukáš
František Donáth
František Evanson
Vendelín Farkaš
Ján Frindrich
Ondrej Fülöp
Štefan Hájek
Michal Hergovič
Štefan Hrablík
Jozef Hržič
Karol Jajcai
Anton Kastl
Štefan Koník
Štefan Kooš
Ján Kooš
František Mačaj
Ondrej Mihalovič
Ľudovít Navara
Kron Janda","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-"
"Pomník padlým v I. a II. svetovej vojne, Blatné",Bratislavský,Senec,Blatné,Obec Blatné leží v západnej časti Podunajskej nížiny v okrese Senec v Bratislavskom samosprávnom kraji. Prvá písomná zmienka pochádza z roku 1245 a v súčasnosti tu žije vyše 1600 obyvateľov.,Pomník sa nachádza na križovatke ulíc Šarfická a Bratislavská.,48.264294 17.423191,"Na snímke je pomník padlých vojakov v I. svetovej vojne, na ktorom figuruje 37 mien padlých v I. a 10 mien padlých vojakov v II. svetovej vojne. Architektonicky je dotvorený sochou ženy držiacou v rukách kvety.","M. Černý
M. Janec
J. Rašlík
V. Štellár
V. Svrček
P. Trubač
V. Trubač
A. Tušš
J. Tušš
C. Urbanovič
Š. Vaš
J. Viskupič
J. Augustovič
C. Augustovič
S. Budaj
F. Budaj
K. Benkovský
V. Dugovič
J. Dugovič
J. Ebušák
A. Fekete
J. Fekete
G. Horváth
S. Jankovič
F. Jankovič
K. Krajčovič
F. Krajčovič
J. Kulifaj
Š. Korič
S. Loj
P. Magula
P. Ondrejkovič
V. Parajka
M. Parajka
L. Plank
J. Palovič
J. Polakovič","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-"
"Pomník padlým v I. a II. svetovej vojne, Boldog",Bratislavský,Senec,Boldog,Obec Boldog leží v Podunajskej nížine medzi tokmi Čiernej vody a Sisaku v okrese Senec v Bratislavskom samosprávnom kraji. Prvá písomná zmienka je z roku 1246 a v súčasnosti tu žije okolo 500 obyvateľov.,Pomník sa nachádza neďaleko Kostola Nanebovzatia Panny Márie pri zastávke SAD na námestí.,48.237595 17.428729,"Na snímke je pomník padlých vojakov v I. svetovej vojne, na ktorom figuruje 14 mien padlých v I. a 8 mien padlých vojakov v II. svetovej vojne. Bol postavený v roku 1993. V hornej časti je ukončený turulom.","Kálmán Babacs
Adolf Blahó
Imre Bohony
Vida Bohony
Géza Csaszny
Géza Jankó
Vilmos Jankó
Gyula Mészáros
István Podobek
Géza Szabó
Imre Szabó
Lajos Szabó
Lőrinc Szabó
Sándor Szabó","-
-
-
-
-
-
-
-
-
-
-
-
-
-","-
-
-
-
-
-
-
-
-
-
-
-
-
-"
"Pomník padlým v I. a II. svetovej vojne, Čataj",Bratislavský,Senec,Čataj,Obec Čataj leží v Podunajskej nížine na nive Vištuckého potoka v okrese Senec v Bratislavskom samosprávnom kraji. Prvá písomná zmienka o obci pochádza z roku 1244 a v súčasnosti má vyše 1100 obyvateľov.,Pomník sa nachádza na miestnom cintoríne pri dome smútku.,48.27327 17.476549,"Na snímke je pomník padlých vojakov v I. a II. svetovej vojne, na ktorom figuruje 34 mien padlých v I. a 3 mená padlých vojakov v II. svetovej vojne.","Michal Bagi
Martin Bagi
Anton Bihari
František Krajčovič
Peter Budaj
František Čechovič
Ján Brinza
Ján Izočka
Ján Kips
Michal Kips
Michal Chnup
Michal Trlák
František Német
Gejza Lojke
Alexander Král
Alexander Mesík
Ján Pagáč
Ondrej Pravda
Ján Pravda
František Turanský
Juraj Rajt
Štefan Rášo
Andrej Rajček
František Šalgovič
Ján Fleishaker
Ján Vidovič
Ján Mešťan
Ján Moravec
Jozef Fukari
Jozef Kmeťo
Július Reis
Juraj Švarc
Ludevít Uherčík","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-"
"Pomník padlým v I. a II. svetovej vojne, Hamuliakovo",Bratislavský,Senec,Hamuliakovo,"Obec Hanuliakovo leží v Podunajskej nížine, v západnej časti Žitného ostrova v okrese Senec v Bratislavskom samosprávnom kraji. Prvá písomná zmienka pochádza z roku 1285 a v súčasnosti má 1500 obyvateľov.",Pomník sa nachádza v parku na Hlavnej ulici neďaleko zastávky SAD.,48.038205 17.25175,"Na snímke je pomník padlých vojakov v I. a II. svetovej vojne, na ktorom figuruje 21 mien padlých v I. a 21 mien padlých vojakov v II. svetovej vojne. Bol postavený v roku 1929 a jeho v hornej časti sa nachádza socha vojaka opierajúceho sa o svoju zbraň.","István Bors
István Bittera
Sándor Bors
János Farkaš
Lajos Farkaš
Salamon Feigenbaum
Ferenc Földes
István Kaluz
Imre Kalley
József Klempa
Mihály Lengyel
István Mathé
Vince Mezey
Vince Nagy
János Nyársik
István Rammer
Antal Sarmany
Lajos Takats
Karol Végh
János Viola
Ödön Markotán","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-"
"Pomník padlým v I. a II. svetovej vojne, Hrubá Borša",Bratislavský,Senec,Hrubá Borša,Obec Hrubá Borša sa nachádza v Podunajskej nížine medzi Čiernou vodou a Malým Dunajom v okrese Senec v Bratislavskom samosprávnom kraji. Prvá písomná zmienka o obci pochádza z roku 1244 a v súčasnosti má asi 500 obyvateľov.,Pomník sa nachádza na miestnom cintoríne v časti obce Malá Borša.,48.175999 17.464256,"Na snímke je pomník padlých vojakov v I. a II. svetovej vojne, na ktorom figuruje 5 mien padlých v I. a 6 mien padlých vojakov v II. svetovej vojne. ","Lajos Czikhart
Ján Hrečka
Jozef Jarábek
József Mocsy
Mihály Vlahy","-
-
-
-
-","-
-
-
-
-"
"Pomník padlým v I. a II. svetovej vojne, Hrubý Šúr",Bratislavský,Senec,Hrubý Šúr,Obec Hrubý Šúr leží v Podunajskej nížine na nízkom poriečnom vale pri Malom Dunaji v okrese Senec v Bratislavskom samosprávnom kraji. Prvá písomná zmienka pochádza z roku 1245 a v súčasnosti tu žije asi 800 obyvateľov.,Pomník sa nachádza oproti domu č. 16.,48.172281 17.417925,"Na snímke je pomník padlých vojakov v I. a II. svetovej vojne, na ktorom figuruje 20 mien padlých v I. a 9 mien padlých vojakov v II. svetovej vojne. V hornej časti je zakončený maďarským mytologickým vtákom turulom.","János Ázsoth
Gáspár Bakus
István Bolykovszky
Ernő Bretkó
István Bretkó
István Csermák
Vilmos Horváth
János Karácsony
Géza Karácsony
János Kiss
András Kurucz
János Lovas
Béla Nagy
Béla Oláh
Dezső Ploczek
Károly Ploczek
József Ruman
Lőrincz Szabó
Tibor Tóth
Elek Varga","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-"
"Pomník padlým v I. a II. svetovej vojne, Igram",Bratislavský,Senec,Igram,Obec Igram leží v Podunajskej nížine v plytkej úvalinke Vištuckého potoka v okrese Senec v Bratislavskom samosprávnom kraji. Prvá písomná zmienka pochádza z roku 1244 a v súčasnosti tu žije vyše 550 obyvateľov.,Pomník sa nachádza na miestnom cintoríne.,48.28599 17.461963,"Na snímke je pomník padlých vojakov v I. a II. svetovej vojne, na ktorom figuruje 20 mien padlých v I. a 2 mená padlých vojakov v II. svetovej vojne. Architektonicky pomník dotvára súsošie padlého vojaka a kľačiacej ženy s dieťaťom.","Alexander Guláš
Matej Chobot
Štefan Tomašovič
Štefan Krajčovič
Štefan Hubinský
František Augustín
Štefan Košinár
Štefan Kulifaj
Karol Rovenský
Ľudevít Červenka
Štefan Augustín
Jozef Rovenský
Izidor Minarič
Felix Augustín
Ján Rovenský
Vincent Somor
Augustín Jarábek
Štefan Sekera
Felix Jarábek
Imrich Hubinský","1872
1872
1874
1874
1874
1875
1880
1880
1883
1884
1886
1891
1892
1893
1893
1894
1895
1896
1897
1898","1918
1915
1915
1915
1918
1915
1916
1915
1914
1915
1915
1916
1915
1915
1916
1916
1915
1918
1916
1918"
"Pomník padlým v I. a II. svetovej vojne, Malinovo",Bratislavský,Senec,Malinovo,Obec Malinovo leží v Podunajskej nížine v severozápadnej časti Žitného ostrova v okrese Senec v Bratislavskom samosprávnom kraji. Prvá písomná zmienka pochádza z roku 1209 a v súčasnosti tu žije asi 2000 obyvateľov.,Pomník sa nachádza v areáli Kostola sv. Juraja.,48.159749 17.298431,"Na snímke je pomník padlých vojakov v I. a II. svetovej vojne, na ktorom figuruje 21 mien padlých v I. a 19 mien padlých vojakov v II. svetovej vojne.","Károly Wittemberger
Salamon Reighintal
Béla Lieszkovszky
József Valacsai
Kálmán Bittera
István Horváth
István Mikóczi
Kálmán Sándor
János Horváth
Mihály Molnár
Ferenc Fekete
János Bittera
Lajos Kovács
Vilmos Hakli
Mihály Rádó
Vendel Tóth
Lajos Szűcs
Adrás Sill
János Nagy
János Nagy
Béla Tóth
Ernő Tóth","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-"
"Pomník padlým v I. svetovej vojne, Most pri Bratislave",Bratislavský,Senec,Most pri Bratislave ,Obec Most pri Bratislave leží v Podunajskej nížine v severozápadnej časti Žitného ostrova v okrese Senec v Bratislavskom samosprávnom kraji. Prvá písomná zmienka pochádza z roku 1283 a v súčasnosti tu žije 2300 obyvateľov.,Pomník sa nachádza v areáli Kostola Božského Srdca Ježišovho.,48.14069 17.267892,"Na snímke je pomník padlých vojakov v I. svetovej vojne, na ktorom figuruje 43 mien padlých vojakov. Architektonicky ho dotvára socha vojaka opierajúceho sa o zbraň, držiac v rukách vojenskú helmu. Postavený bol v roku 1929.","Johann Bieber
Stephan Bichelhuber
Stephan Cserko
Jakob Denck
Franz Donauer
Jakob Edinger
Andreas Edmar
Fabian Geihoffer
Karl Geihoffer
Johann Gombkötö
Josef Grau
Fabian Gürth
Ferdinand Hoffmann
Franz Komacsko
Jakob Mery
Georg Mitheis
Georg Mitheis
Michael Mitheis
Stephan Mitheis
Franz Pfundhner
Franz Putz
Mathias Putz
Stephan Putz
Stephan Putz
Mathias Reiner
Franz Saghy
Stephan Saghy
Mathias Szigl
Johann Tankovics
Karl Ticko
Stephan Ticko
Stephan Walentin
Joseph Wenhardt
Franz Winkler
Franz Winkler
Jackob Winkler
Josef Eckl
Josef Acs
Stephan Acs
Alexander Gürth
Karl Putz
Stephan Putz
Franz Mitheis
Josef Winkler","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-"
"Pomník padlým v I.svetovej vojne, Zamarovce",Trenčiansky,Trenčín,Zamarovce,Obec Zamarovce leží v Trenčianskom prelome na pravom brehu Váhu v okrese Trenčín v Trenčianskom samosprávnom kraji. Prvá písomná zmienka o obci pochádza z roku 1208 a v súčasnosti tu žije okolo 900 obyvateľov.,Pomník sa nachádza v areáli miestnej materskej školy.,48.907167 18.046718,"Na snímke z 19. augusta 2018 pomník padlým vojakov v prvej svetovej vojne v obci Zamarovce, okres Trenčín pred materskou školou.","Arpád Árvay
Ján Fábik
Ján Hudec
Štefan Hudec
Filip Hutira
Ján Jakubek
Štefan Kadlec
Štefan Kobzík
Ján Michalík
Ján Meravý
Ondrej Minárik
Štefan Plško
Adam Ridoška
Ján Sirotný
Ján Švančara
Ondrej Tažár","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-"
"Pomník padlým v I. a II. svetovej vojne, Nová Dedinka",Bratislavský,Senec,Nová Dedinka,Obec Nová dedinka leží v západnej časti Podunajskej nížiny v okrese Senec v Bratislavskom samosprávnom kraji. Prvá písomná zmienka o obci pochádza z roku 1252 a v súčasnosti tu žije vyše 2000 obyvateľov.,Pomník sa nachádza v areáli kostola.,48.189401 17.359031,"Na snímke je pomník padlých vojakov v I. a II. svetovej vojne, na ktorom figuruje 9 mien padlých v I. a 20 mien padlých vojakov v II. svetovej vojne.","Károly Varga
Gustáv Stiglitz
János Horváth
Vendel Karkesz
Dániel Kiss
Géza Takács
István Kiss
László Guzsela
István Krasznyanszky","1888
1889
1891
1891
1893
1896
1898
-
-","1916
1916
1918
1914
1918
1918
1916
1915
1916"
"Pomník padlým v I. a II. svetovej vojne, Trenčín (Opatová)",Trenčiansky,Trenčín,Trenčín,"Opatová je miestna časť mesta Trenčín, ktoré leží na hranici Bielych Karpát a Strážovských vrchov v trenčianskom prelome na nive rieky Váh v Trenčianskom samosprávnom kraji. Prvá písomná zmienka o osídlení na tomto území pochádza z roku 1111 a v súčasnosti tu žije asi 57.000 obyvateľov.",Pomník sa nachádza neďaleko kostola.,48.912165 18.097113,"Na snímke je pomník padlých vojakov v I. a II. svetovej vojne, na ktorom figuruje 25 mien padlých v I. a 8 mien padlých vojakov v II. svetovej vojne. V hornej časti pomníka sa nachádza reliéf modliaceho sa Ježiša Krista opierajúceho sa o slovenský štátny znak. Pod ním je reliéf umierajúceho vojaka.","Alojz Bohuš
Matej Bajčík
Ján Dobiaš
Ján Ďuriš
Dezider Gertler
Štefan Hlucháň
Štefan Kadlec
Ján Kobza
Andrej Kobza
Tomáš Liška
Gašpar Liška
Andrej Meliš
Ľudovít Meliš
Michal Meliš
Ján Moško
Štefan Mrázik
Gašpar Poludvorný
Andrej Repka
Juraj Sokol
Andrej Zubo
Ján Zubo
Ján Zubo
Ján Žilkay
Jozef Vančo
Štefan Vančo","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-","-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-"
"Pomník padlým v I. svetovej vojne, Trenčín (Istebník)",Trenčiansky,Trenčín,Trenčín,"Stebník je miestna časť mesta Trenčín, ktoré leží na hranici Bielych Karpát a Strážovských vrchov v trenčianskom prelome na nive rieky Váh v Trenčianskom samosprávnom kraji. Prvá písomná zmienka o osídlení na tomto území pochádza z roku 1111 a v súčasnosti tu žije asi 57.000 obyvateľov.",Pomník sa nachádza pred domom č. 15 na Istebníckej ulici.,48.903846 18.030399,"Na snímke je pomník padlých vojakov v I. svetovej vojne, na ktorom figuruje 5 mien padlých vojakov. Architektonicky ho dotvára socha Piety.","Štefan Fiala
Ján Habánek
Pavel Horňák
Ondrej Kadlec
Jan Mitucha","-
-
-
-
-","-
-
-
-
-"
